reporter_iso,reporter_name,year,gdp_current_usd,population_total,gdp_growth_annual_pct,trade_pct_of_gdp
COD,"Congo, Dem. Rep.",2022,70422346142,102396968,9.311169441,85.82216919
COD,"Congo, Dem. Rep.",2023,69843655425,105789731,8.533489832,86.74005818
COD,"Congo, Dem. Rep.",2024,75716176105,109276265,6.102529444,94.24848706
COG,"Congo, Rep.",2015,12434793867,5097581,0.415193061,117.3207216
COG,"Congo, Rep.",2016,10931328151,5222536,-8.685243439,122.2598183
COG,"Congo, Rep.",2017,11834473039,5351011,-5.594773719,94.61709526
COG,"Congo, Rep.",2018,14773900289,5483118,-2.304317801,100.5832168
COG,"Congo, Rep.",2019,13976637780,5616661,1.12447392,91.57575479
COG,"Congo, Rep.",2020,11468687464,5752791,-6.26777228,69.30662472
COG,"Congo, Rep.",2021,14825690211,5892183,1.01507037,85.54620316
COG,"Congo, Rep.",2022,15817030155,6035104,1.475356132,98.16133669
COG,"Congo, Rep.",2023,15321055823,6182885,1.906864263,96.2103944
COG,"Congo, Rep.",2024,15719986077,6332961,2.09998918,93.18812208
COL,Colombia,2015,2.93492E+11,46969940,2.955901375,38.36076412
COL,Colombia,2016,2.8272E+11,47437512,2.087382502,36.20265298
COL,Colombia,2017,3.11867E+11,48131078,1.359360868,35.28291494
COL,Colombia,2018,3.34198E+11,49024465,2.564324283,36.5347528
COL,Colombia,2019,3.23032E+11,49907985,3.186855392,37.55853398
COL,Colombia,2020,2.70348E+11,50629997,-7.185914138,34.05557097
COL,Colombia,2021,3.18525E+11,51188173,10.80119819,40.05914639
COL,Colombia,2022,3.45632E+11,51737944,7.328277294,48.28265511
COL,Colombia,2023,3.66902E+11,52321152,0.841819556,40.13331653
COL,Colombia,2024,4.20504E+11,52886363,1.493307288,36.31799388
COM,Comoros,2015,966029600.9,726682,1.147356323,37.80495207
COM,Comoros,2016,1012835493,741741,3.320446555,37.13287972
COM,Comoros,2017,1077439757,756669,3.815762875,40.16435892
COM,Comoros,2018,1188797449,771590,3.642451147,42.99615334
COM,Comoros,2019,1195019532,786578,1.760780236,42.26807854
COM,Comoros,2020,1225039197,802163,-0.195556842,33.72993462
COM,Comoros,2021,1299039312,818174,2.042452383,42.06772365
COM,Comoros,2022,1279542249,834188,2.453811746,50.38877049
COM,Comoros,2023,1465977684,850387,3.18661318,44.43986345
COM,Comoros,2024,1610082688,866628,3.300714985,41.48063529
CPV,Cabo Verde,2015,1749857620,512394,0.936026508,94.00848702
CPV,Cabo Verde,2016,1849789986,512554,4.280714827,95.37813986
CPV,Cabo Verde,2017,1996741540,512893,4.55131481,100.0521339
CPV,Cabo Verde,2018,2205099507,513415,3.706964583,105.8675241
CPV,Cabo Verde,2019,2252177124,514104,6.947826341,103.6026565
CPV,Cabo Verde,2020,1821565614,514679,-20.8052759,78.39345459
CPV,Cabo Verde,2021,2051842619,516649,7.033530107,77.45505863
CPV,Cabo Verde,2022,2247003344,519741,15.84367568,96.99413685
CPV,Cabo Verde,2023,2504525538,522331,4.794761391,95.03249433
CPV,Cabo Verde,2024,2713721857,524877,6.98888281,96.90225616
CRI,Costa Rica,2015,56441920888,4818038,3.65208093,60.75356215
CRI,Costa Rica,2016,58847019588,4866998,4.204323208,62.17847829
CRI,Costa Rica,2017,60516044661,4913177,4.157699147,65.0719537
CRI,Costa Rica,2018,62567765946,4957818,2.852859598,66.78741379
CRI,Costa Rica,2019,64753504730,4999553,2.708139129,65.41947325
CRI,Costa Rica,2020,62806591555,5034320,-4.141593406,59.74635507
CRI,Costa Rica,2021,65588938787,5059988,8.21817954,70.10369331
CRI,Costa Rica,2022,71001226361,5081765,5.461194552,79.05239032
CRI,Costa Rica,2023,87512637056,5105525,4.791877324,71.43803103
CRI,Costa Rica,2024,96715644331,5129910,4.082924442,69.85337864
CUB,Cuba,2015,87132800000,11275065,4.438333589,31.61381248
CUB,Cuba,2016,91370407900,11265612,0.512843096,27.26911324
CUB,Cuba,2017,96850649700,11247829,1.809791784,26.22243638
CUB,Cuba,2018,1.0005E+11,11227118,2.247948529,27.08354845
CUB,Cuba,2019,1.03428E+11,11202846,-0.163087224,22.82089114
CUB,Cuba,2020,1.07352E+11,11176354,-10.9494359,15.68298681
CUB,Cuba,2021,,11122168,1.254487357,80.02377031
CUB,Cuba,2022,,11059820,1.774652277,93.86077559
CUB,Cuba,2023,,11019931,-1.929371232,120.5338784
CUB,Cuba,2024,,10979783,-1.061732732,124.8632389
CUW,Curacao,2015,3058779218,157980,0.458151544,148.3138159
CUW,Curacao,2016,3024690168,159664,-1.067708487,139.0529791
CUW,Curacao,2017,3033433240,160175,-1.276208101,139.8124495
CUW,Curacao,2018,3046364804,159336,-2.104111331,155.2688588
CUW,Curacao,2019,3026124134,157441,-3.206132303,
CUW,Curacao,2020,2534327598,155482,-18.43846961,
CUW,Curacao,2021,2739594358,153948,4.183710186,
CUW,Curacao,2022,3075180838,153321,6.906000555,
CUW,Curacao,2023,3281419330,154654,4.201999298,
CUW,Curacao,2024,3561178212,155967,5.026900155,
CYM,Cayman Islands,2015,4708167233,61642,2.833122226,
CYM,Cayman Islands,2016,4909322237,63100,3.239974339,
CYM,Cayman Islands,2017,5166281305,64535,3.184045923,117.4365837
CYM,Cayman Islands,2018,5530178441,65941,4.267267452,117.1171234
CYM,Cayman Islands,2019,5941896608,67327,3.915635342,114.8385397
CYM,Cayman Islands,2020,5655357984,68684,-4.954806965,105.4727902
CYM,Cayman Islands,2021,6060813808,70108,4.869416554,
CYM,Cayman Islands,2022,6653516041,71591,5.660793669,
CYM,Cayman Islands,2023,7308564549,73038,5.804369612,
CYM,Cayman Islands,2024,7765336505,74457,3.756411972,
CYP,Cyprus,2015,19909269065,1219502,3.418920389,137.2764265
CYP,Cyprus,2016,21046452117,1237112,6.573590809,139.0220985
CYP,Cyprus,2017,22946583376,1254275,5.750832366,148.0133556
CYP,Cyprus,2018,25754011492,1270737,6.271663601,147.6235674
CYP,Cyprus,2019,26196660680,1286671,5.875595834,150.5061631
CYP,Cyprus,2020,25555082267,1302247,-3.220630186,160.6687165
CYP,Cyprus,2021,30372637513,1317309,11.39755908,176.8277368
CYP,Cyprus,2022,31218047044,1331370,8.738546849,205.7535303
CYP,Cyprus,2023,35075440603,1344976,3.620453682,190.740958
CYP,Cyprus,2024,37634551821,1358282,3.940769344,190.4028709
CZE,Czechia,2015,1.89108E+11,10546059,4.958758489,154.018401
CZE,Czechia,2016,1.98161E+11,10566332,2.580870139,148.5470047
CZE,Czechia,2017,2.21564E+11,10594438,5.1735653,147.7508349
CZE,Czechia,2018,2.51992E+11,10629928,2.830305883,145.1417179
CZE,Czechia,2019,2.56794E+11,10671870,3.565776581,138.15461
CZE,Czechia,2020,2.5111E+11,10697858,-5.304879555,128.7804303
CZE,Czechia,2021,2.90973E+11,10505772,4.029018321,137.3781163
CZE,Czechia,2022,3.01831E+11,10672118,2.847170658,144.0114941
CZE,Czechia,2023,3.45059E+11,10864042,0.047580331,131.8925983
CZE,Czechia,2024,3.47083E+11,10905028,1.251310962,131.4666081
DEU,Germany,2015,3.4251E+12,81686611,1.663006023,77.75658157
DEU,Germany,2016,3.53679E+12,82348669,2.222222163,76.00599022
DEU,Germany,2017,3.76535E+12,82657002,2.797906721,77.45483947
DEU,Germany,2018,4.05543E+12,82905782,1.135696046,79.12522605
DEU,Germany,2019,3.95989E+12,83092962,0.977734697,79.07324272
DEU,Germany,2020,3.9414E+12,83160871,-4.131914432,72.93353271
DEU,Germany,2021,4.35525E+12,83196078,3.909999942,79.91953486
DEU,Germany,2022,4.20102E+12,83177813,1.809258124,88.78575421
DEU,Germany,2023,4.56221E+12,83287273,-0.869647579,81.96254838
DEU,Germany,2024,4.68559E+12,83516593,-0.495851897,79.09073059
DJI,Djibouti,2015,2424391785,1020313,7.308985635,268.3634563
DJI,Djibouti,2016,2604955229,1037653,7.123432337,213.0719986
DJI,Djibouti,2017,2762581334,1054841,5.458091517,305.9679664
DJI,Djibouti,2018,2913464658,1071882,4.774339349,300.3989005
DJI,Djibouti,2019,3088851450,1088709,5.545080812,320.9392304
DJI,Djibouti,2020,3144136197,1105188,1.202115173,225.7448713
DJI,Djibouti,2021,3392796953,1121248,4.407156676,263.4777287
DJI,Djibouti,2022,3562814909,1137096,5.166537029,302.2854092
DJI,Djibouti,2023,3898447007,1152944,6.807335294,285.9020438
DJI,Djibouti,2024,4152145940,1168722,6.980484673,241.2374631
DMA,Dominica,2015,583177777.8,70410,-3.373382625,
DMA,Dominica,2016,612711111.1,69606,1.447245565,
DMA,Dominica,2017,563355555.6,68496,-7.544363755,
DMA,Dominica,2018,628244444.4,68174,2.96401061,
DMA,Dominica,2019,644259259.3,67880,3.948097579,
DMA,Dominica,2020,528944444.4,67573,-15.70640245,
DMA,Dominica,2021,562911111.1,67202,5.37983839,
DMA,Dominica,2022,623062963,66826,10.39680766,
DMA,Dominica,2023,659311111.1,66510,3.652210122,
DMA,Dominica,2024,688881481.5,66205,2.052738473,
DNK,Denmark,2015,3.01759E+11,5683483,2.104414564,105.1303625
DNK,Denmark,2016,3.12182E+11,5728010,3.073045492,101.4527838
DNK,Denmark,2017,3.31611E+11,5764980,3.056477239,104.2156769
DNK,Denmark,2018,3.55293E+11,5793636,1.86000749,108.8139855
DNK,Denmark,2019,3.45401E+11,5814422,1.711400939,111.8914751
DNK,Denmark,2020,3.55631E+11,5831404,-1.780106018,104.4334327
DNK,Denmark,2021,4.0611E+11,5856733,6.500254458,112.3214727
DNK,Denmark,2022,4.00114E+11,5903037,0.443832615,131.9958249
DNK,Denmark,2023,4.04652E+11,5946952,0.604587766,129.6253374
DNK,Denmark,2024,4.24525E+11,5976992,3.477835931,131.765031
DOM,Dominican Republic,2015,70966782572,10434829,6.987711312,52.34712387
DOM,Dominican Republic,2016,75552902636,10551430,6.719740787,51.73065712
DOM,Dominican Republic,2017,79070274743,10666843,3.933861764,50.75953555
DOM,Dominican Republic,2018,84994732049,10782053,7.097516402,52.33517096
DOM,Dominican Republic,2019,89146130745,10894043,4.894030115,50.9129822
DOM,Dominican Republic,2020,78546672407,11008300,-7.929052342,44.73316135
DOM,Dominican Republic,2021,94850719517,11123476,14.01242891,51.95002273
DOM,Dominican Republic,2022,1.13478E+11,11230734,5.237956529,54.37819767
DOM,Dominican Republic,2023,1.20456E+11,11331265,2.192298482,49.84361318
DOM,Dominican Republic,2024,1.24282E+11,11427557,4.953522045,51.7835144
DZA,Algeria,2015,1.87494E+11,40019529,3.200000001,53.20462259
DZA,Algeria,2016,1.80764E+11,40850721,3.9,49.76093279
DZA,Algeria,2017,1.89881E+11,41689299,1.499999999,49.82081617
DZA,Algeria,2018,1.94554E+11,42505035,1.400000001,52.43616768
DZA,Algeria,2019,1.9346E+11,43294546,0.899999999,46.50684261
DZA,Algeria,2020,1.64873E+11,44042091,-4.999999999,40.38975656
DZA,Algeria,2021,1.86231E+11,44761099,3.799999999,46.83705926
DZA,Algeria,2022,2.25582E+11,45477389,3.600000001,51.19008937
DZA,Algeria,2023,2.47924E+11,46164219,4.1,43.73979845
DZA,Algeria,2024,2.69322E+11,46814308,3.699999999,40.13457412
ECU,Ecuador,2015,97209558000,16266225,0.119692109,47.82803971
ECU,Ecuador,2016,97671433000,16505139,-0.687954246,40.5344918
ECU,Ecuador,2017,1.04467E+11,16759519,5.97039881,43.61772332
ECU,Ecuador,2018,1.07479E+11,17049547,1.044294607,48.00934762
ECU,Ecuador,2019,1.07596E+11,17340021,0.165404465,48.08284949
ECU,Ecuador,2020,95865473000,17546065,-9.245096192,43.98931094
ECU,Ecuador,2021,1.07179E+11,17682454,9.42189269,53.26127561
ECU,Ecuador,2022,1.16133E+11,17823897,5.868423549,61.88079282
ECU,Ecuador,2023,1.20793E+11,17980083,1.832840611,57.16269383
ECU,Ecuador,2024,1.23802E+11,18135478,-1.944090225,57.44364482
EGY,"Egypt, Arab Rep.",2015,3.29367E+11,99597342,4.372019078,34.84594296
EGY,"Egypt, Arab Rep.",2016,3.32442E+11,101644589,4.346643456,30.24654905
EGY,"Egypt, Arab Rep.",2017,2.48363E+11,103696057,4.181221,42.83213436
EGY,"Egypt, Arab Rep.",2018,2.62589E+11,105682094,5.331108619,45.91101967
EGY,"Egypt, Arab Rep.",2019,3.18679E+11,107553158,5.552093071,41.12401716
EGY,"Egypt, Arab Rep.",2020,3.83818E+11,109315124,3.550164839,32.12625557
EGY,"Egypt, Arab Rep.",2021,4.24672E+11,110957008,3.290646012,29.85697348
EGY,"Egypt, Arab Rep.",2022,4.76748E+11,112618250,6.587845609,36.98310488
EGY,"Egypt, Arab Rep.",2023,3.95926E+11,114535772,3.760280523,40.45040077
EGY,"Egypt, Arab Rep.",2024,3.8906E+11,116538258,2.399169268,39.60075209
ERI,Eritrea,2015,,3105546,,
ERI,Eritrea,2016,,3124698,,
ERI,Eritrea,2017,,3150347,,
ERI,Eritrea,2018,,3192760,,
ERI,Eritrea,2019,,3240194,,
ERI,Eritrea,2020,,3291271,,
ERI,Eritrea,2021,,3350183,,
ERI,Eritrea,2022,,3409447,,
ERI,Eritrea,2023,,3470390,,
ERI,Eritrea,2024,,3535603,,
ESP,Spain,2015,1.20616E+12,46422303,4.060866725,63.58204122
ESP,Spain,2016,1.24302E+12,46458139,2.915155986,63.18867785
ESP,Spain,2017,1.32175E+12,46571232,2.896042079,66.16744614
ESP,Spain,2018,1.43164E+12,46782011,2.395411245,67.0094104
ESP,Spain,2019,1.4035E+12,47118501,1.961178508,66.36622504
ESP,Spain,2020,1.28978E+12,47359424,-10.94007064,59.44612801
ESP,Spain,2021,1.46124E+12,47443821,6.683144205,66.52458894
ESP,Spain,2022,1.44885E+12,47786102,6.370317121,78.46573387
ESP,Spain,2023,1.61948E+12,48352528,2.460857968,71.79763661
ESP,Spain,2024,1.72567E+12,48848840,3.455254056,69.95026124
EST,Estonia,2015,23311847751,1315407,1.838152629,148.5071571
EST,Estonia,2016,24561027788,1315790,3.093019208,147.7462327
EST,Estonia,2017,27469461919,1317384,5.63467249,144.6356509
EST,Estonia,2018,31222632741,1321977,3.699697562,143.4852249
EST,Estonia,2019,31873748770,1326898,3.726649435,140.352148
EST,Estonia,2020,31820771494,1329522,-2.883807515,137.3926413
EST,Estonia,2021,37201101171,1330932,8.254880446,160.4719223
EST,Estonia,2022,38226641740,1348840,-1.226169666,175.6871195
EST,Estonia,2023,41470344395,1370286,-2.744219146,154.5926171
EST,Estonia,2024,43130419829,1372341,-0.090042865,151.0377024
ETH,Ethiopia,2015,62103418182,103867135,10.39246301,39.65612414
ETH,Ethiopia,2016,68475871210,106718162,9.43348266,34.89902108
ETH,Ethiopia,2017,76366081767,109666481,9.564189658,31.10364949
ETH,Ethiopia,2018,83337901072,112664152,6.816147786,31.19936898
ETH,Ethiopia,2019,91834517114,115737383,8.364085731,28.81529393
ETH,Ethiopia,2020,98676811062,118917671,6.059530892,24.00611434
ETH,Ethiopia,2021,1.09071E+11,122138588,5.641530693,24.34505747
ETH,Ethiopia,2022,1.2314E+11,125384287,5.321759885,26.5954997
ETH,Ethiopia,2023,1.35874E+11,128691692,6.594245991,20.59820151
ETH,Ethiopia,2024,1.4974E+11,132059767,7.612774476,17.40043586
FIN,Finland,2015,2.33211E+11,5479531,0.466503766,71.96182538
FIN,Finland,2016,2.38778E+11,5495303,2.571934149,71.72221012
FIN,Finland,2017,2.53846E+11,5508214,3.303370036,75.93878223
FIN,Finland,2018,2.73869E+11,5515525,1.192977597,79.14361484
FIN,Finland,2019,2.67015E+11,5521606,1.349738457,80.56415029
FIN,Finland,2020,2.7E+11,5529543,-2.491036055,72.1845956
FIN,Finland,2021,2.94223E+11,5541017,2.676346415,79.78927819
FIN,Finland,2022,2.80253E+11,5556106,0.763041913,94.56253405
FIN,Finland,2023,2.95192E+11,5583911,-1.289734845,85.51418472
FIN,Finland,2024,2.98729E+11,5619911,0.374566569,83.45102956
FJI,Fiji,2015,4682479894,918578,4.501200645,101.189049
FJI,Fiji,2016,4930213644,919166,2.445652024,97.17449058
FJI,Fiji,2017,5353469174,918759,5.35336435,97.02166253
FJI,Fiji,2018,5581425327,917180,3.81235094,103.2354199
FJI,Fiji,2019,5344907153,914899,-0.58194659,110.6961921
FJI,Fiji,2020,4227719873,914963,-17.18353526,78.07636518
FJI,Fiji,2021,4158873156,916711,-4.345961999,87.21593218
FJI,Fiji,2022,4977861886,919422,17.74512698,119.2137467
FJI,Fiji,2023,5476673518,924145,9.442458567,126.2821345
FJI,Fiji,2024,5968125909,928784,3.530858961,118.9628809
FRA,France,2015,2.44248E+12,66548272,1.066754748,63.5046872
FRA,France,2016,2.47041E+12,66724104,0.860031075,63.34275644
FRA,France,2017,2.58887E+12,66918020,2.08361486,65.39584816
FRA,France,2018,2.78158E+12,67158348,1.645908724,66.80226078
FRA,France,2019,2.72279E+12,67382061,2.027446464,66.42896073
FRA,France,2020,2.64793E+12,67601110,-7.440645899,58.83889072
FRA,France,2021,2.96643E+12,67842811,6.882337834,63.78848263
FRA,France,2022,2.79479E+12,68184457,2.716762642,75.9630078
FRA,France,2023,3.05625E+12,68372286,1.439214944,70.62614506
FRA,France,2024,3.16044E+12,68551653,1.190467983,68.10818754
FRO,Faroe Islands,2015,2573905971,48898,0.958001934,105.6106716
FRO,Faroe Islands,2016,2813278869,49463,1.386447959,104.552703
FRO,Faroe Islands,2017,2980057378,50179,3.512013675,107.2389084
FRO,Faroe Islands,2018,3188600927,50997,2.763709523,106.8746648
FRO,Faroe Islands,2019,3266432734,51790,4.538510287,108.623246
FRO,Faroe Islands,2020,3271813312,52561,-1.63732118,96.22419375
FRO,Faroe Islands,2021,3699551717,53291,5.066362916,103.4880371
FRO,Faroe Islands,2022,3615241801,53903,3.860999817,122.8633414
FRO,Faroe Islands,2023,3943131022,54398,3.158738723,113.3364008
FRO,Faroe Islands,2024,4052937170,54640,0.843716851,105.752803
FSM,"Micronesia, Fed. Sts.",2015,312000000,108716,4.385964912,106.4102564
FSM,"Micronesia, Fed. Sts.",2016,327000000,109075,1.260504202,100.6116208
FSM,"Micronesia, Fed. Sts.",2017,361000000,109481,2.074688797,102.2160665
FSM,"Micronesia, Fed. Sts.",2018,394000000,109909,0.406504065,105.8375635
FSM,"Micronesia, Fed. Sts.",2019,395000000,110282,3.643724696,106.5822785
FSM,"Micronesia, Fed. Sts.",2020,372902700,110916,-2.05703125,93.85826383
FSM,"Micronesia, Fed. Sts.",2021,391601900,111624,3.099699283,90.39792708
FSM,"Micronesia, Fed. Sts.",2022,415232900,112114,-3.114125011,104.760485
FSM,"Micronesia, Fed. Sts.",2023,442975600,112630,1.130978001,95.26484077
FSM,"Micronesia, Fed. Sts.",2024,481121300,113160,2.301329236,96.44137559
GAB,Gabon,2015,14383107763,2040989,3.878899395,73.94978146
GAB,Gabon,2016,14023890265,2100306,2.091442208,70.13338106
GAB,Gabon,2017,14929487485,2156900,0.472642031,75.06874045
GAB,Gabon,2018,16867326402,2212318,0.837916581,77.0365977
GAB,Gabon,2019,16874405465,2267706,3.920808795,73.42808945
GAB,Gabon,2020,15342236164,2322539,-1.837761064,70.11405465
GAB,Gabon,2021,19444935097,2376722,1.467957315,85.34831221
GAB,Gabon,2022,20440655695,2430747,3.037614495,92.06308885
GAB,Gabon,2023,19388372071,2484789,2.43893665,91.47865332
GAB,Gabon,2024,20895684426,2538952,3.394038995,92.04680551
GBR,United Kingdom,2015,2.94558E+12,65087000,2.1404056,57.12504461
GBR,United Kingdom,2016,2.70681E+12,65606000,2.206520206,59.83953151
GBR,United Kingdom,2017,2.69912E+12,65964000,3.023222198,63.18992458
GBR,United Kingdom,2018,2.89703E+12,66287000,1.551330951,64.9097722
GBR,United Kingdom,2019,2.87571E+12,66628000,1.256298998,65.00356642
GBR,United Kingdom,2020,2.724E+12,66740000,-10.04789664,59.1598893
GBR,United Kingdom,2021,3.19456E+12,66978000,8.543111845,58.53838629
GBR,United Kingdom,2022,3.18124E+12,67636000,5.149703885,69.19892644
GBR,United Kingdom,2023,3.4208E+12,68526000,0.271650048,64.99238417
GBR,United Kingdom,2024,3.69554E+12,69281000,1.080277169,62.83905204
GEO,Georgia,2015,15223796149,3725276,3.351023503,97.01631151
GEO,Georgia,2016,15444548902,3727505,3.45021518,94.92625284
GEO,Georgia,2017,16473125375,3728004,5.159902617,102.5842777
GEO,Georgia,2018,17902544881,3726549,6.062036413,109.8477406
GEO,Georgia,2019,17638337117,3720161,5.380719266,117.8100802
GEO,Georgia,2020,16010869216,3722716,-6.290471785,92.89108418
GEO,Georgia,2021,18853115589,3708610,10.64423366,101.6009075
GEO,Georgia,2022,24984568960,3712502,10.95853214,114.6954377
GEO,Georgia,2023,30777833601,3715483,7.832201266,107.1511792
GEO,Georgia,2024,34189423333,3812518,9.679793797,103.4564715
GHA,Ghana,2015,49436806230,28696068,2.120759338,76.52127092
GHA,Ghana,2016,56144179398,29356742,3.37346575,67.87699944
GHA,Ghana,2017,60385409435,30008354,8.128894881,70.54836529
GHA,Ghana,2018,67259353966,30637585,6.200077681,67.95851746
GHA,Ghana,2019,68352629246,31258945,6.507774794,76.82480273
GHA,Ghana,2020,70008243860,31887809,0.513941671,66.57549872
GHA,Ghana,2021,79514204730,32518665,5.076466435,62.70783091
GHA,Ghana,2022,73919003212,33149152,3.804849782,70.11545579
GHA,Ghana,2023,80547146876,33787914,3.140091001,64.38786153
GHA,Ghana,2024,83288585604,34427414,5.847468543,68.96687176
GIB,Gibraltar,2015,,33193,,
GIB,Gibraltar,2016,,33658,,
GIB,Gibraltar,2017,,34245,,
GIB,Gibraltar,2018,,34854,,
GIB,Gibraltar,2019,,35494,,
GIB,Gibraltar,2020,,36173,,
GIB,Gibraltar,2021,,36858,,
GIB,Gibraltar,2022,,37609,,
GIB,Gibraltar,2023,,38471,,
GIB,Gibraltar,2024,,39329,,
GIN,Guinea,2015,8794201743,11767070,3.825910569,72.44273075
GIN,Guinea,2016,8595955222,12073030,10.8206272,111.8394674
GIN,Guinea,2017,10324668271,12385659,10.30000534,101.2516338
GIN,Guinea,2018,11857030367,12704774,6.358491927,88.98411154
GIN,Guinea,2019,13442861496,13034346,5.616914469,78.41531323
GIN,Guinea,2020,14088693743,13371183,4.704590961,115.7652595
GIN,Guinea,2021,17069115738,13710513,5.582332811,115.1955328
GIN,Guinea,2022,19910452542,14055137,3.972407842,94.16527269
GIN,Guinea,2023,22407615556,14405468,5.541726686,95.82952676
GIN,Guinea,2024,25008678293,14754785,5.35004659,97.77781773
GMB,"Gambia, The",2015,1378176609,2224529,4.058073804,44.52237308
GMB,"Gambia, The",2016,1484578886,2283769,1.943359655,38.11408796
GMB,"Gambia, The",2017,1504909463,2342189,4.822611249,55.73357961
GMB,"Gambia, The",2018,1670671328,2399632,7.234890333,64.812464
GMB,"Gambia, The",2019,1813609692,2456844,6.22205316,55.99791162
GMB,"Gambia, The",2020,1812170891,2515733,0.591487288,47.39552017
GMB,"Gambia, The",2021,2014158842,2576010,5.255968788,42.0979828
GMB,"Gambia, The",2022,2204734528,2636470,5.49299823,44.72192154
GMB,"Gambia, The",2023,2382262185,2697845,5.916795766,39.96201735
GMB,"Gambia, The",2024,2404888738,2759988,5.551260658,42.17061721
GNB,Guinea-Bissau,2015,1152384167,1786457,6.134089362,54.37037559
GNB,Guinea-Bissau,2016,1245074264,1831893,5.432678265,54.30067305
GNB,Guinea-Bissau,2017,1469978606,1877072,4.663679439,56.91374759
GNB,Guinea-Bissau,2018,1554133594,1922168,3.761453596,55.01958904
GNB,Guinea-Bissau,2019,1596214680,1967696,5.327495711,49.9439055
GNB,Guinea-Bissau,2020,1705062170,2013255,2.891499798,42.88527042
GNB,Guinea-Bissau,2021,1907611288,2058841,5.0173096,44.82022428
GNB,Guinea-Bissau,2022,1856239955,2105529,5.4577609,45.99347237
GNB,Guinea-Bissau,2023,2076748678,2153339,4.630523646,42.43515152
GNB,Guinea-Bissau,2024,2197777210,2201352,4.409201072,40.37193426
GNQ,Equatorial Guinea,2015,13185496881,1453923,-9.110041149,98.87805917
GNQ,Equatorial Guinea,2016,11240808848,1508186,-8.816417232,92.60073072
GNQ,Equatorial Guinea,2017,12200913879,1562396,-5.667508505,102.4282583
GNQ,Equatorial Guinea,2018,13097012134,1616422,-6.236544067,103.6456816
GNQ,Equatorial Guinea,2019,11364133550,1670177,-5.481825379,94.87879243
GNQ,Equatorial Guinea,2020,9893816008,1716468,-4.791080834,77.92788464
GNQ,Equatorial Guinea,2021,12215878033,1758786,0.860269956,76.9666486
GNQ,Equatorial Guinea,2022,13687643436,1803545,3.223508317,81.81301614
GNQ,Equatorial Guinea,2023,12541814273,1847549,-7.425055317,60.68866268
GNQ,Equatorial Guinea,2024,13254388261,1892516,0.396225521,74.28949903
GRC,Greece,2015,1.94567E+11,10820883,-0.228301892,65.27164546
GRC,Greece,2016,1.93097E+11,10775971,-0.031794768,63.65754909
GRC,Greece,2017,2.00381E+11,10754679,1.473124727,70.88249674
GRC,Greece,2018,2.13299E+11,10732882,2.064672079,79.23799086
GRC,Greece,2019,2.07306E+11,10721582,2.277180653,80.59009495
GRC,Greece,2020,1.91363E+11,10698599,-9.196231497,70.29374646
GRC,Greece,2021,2.18304E+11,10570130,8.65449786,88.01266545
GRC,Greece,2022,2.1799E+11,10437805,5.521985806,108.1218432
GRC,Greece,2023,2.42946E+11,10407351,2.13591132,92.47108829
GRC,Greece,2024,2.56238E+11,10405134,2.086574338,89.77652794
GRD,Grenada,2015,997007407.4,114676,6.445223147,
GRD,Grenada,2016,1061640741,115130,3.739603956,
GRD,Grenada,2017,1125685185,115438,4.438675669,
GRD,Grenada,2018,1166514815,115691,4.361440394,
GRD,Grenada,2019,1213485185,115981,0.676511739,
GRD,Grenada,2020,1043411111,116341,-13.75662226,
GRD,Grenada,2021,1122222222,116688,4.697724023,
GRD,Grenada,2022,1224007407,116913,7.31023807,
GRD,Grenada,2023,1336418519,117081,4.526574975,
GRD,Grenada,2024,1351270370,117207,2.399647845,
GRL,Greenland,2015,2499113023,56114,-2.529318024,83.10138101
GRL,Greenland,2016,2707139544,56186,4.68195411,85.83767292
GRL,Greenland,2017,2851613679,56172,0.052728183,84.20725587
GRL,Greenland,2018,3055782146,56023,0.623065429,89.77669063
GRL,Greenland,2019,2997309972,56225,2.832177568,92.19075156
GRL,Greenland,2020,3089625554,56367,0.250789762,82.65950289
GRL,Greenland,2021,3293578468,56653,1.63409411,83.68385723
GRL,Greenland,2022,3152334772,56661,2.004555809,93.36513288
GRL,Greenland,2023,3326543974,56865,0.865961987,91.89009944
GRL,Greenland,2024,,56836,,
GTM,Guatemala,2015,62186066548,15971743,4.092171701,49.89345186
GTM,Guatemala,2016,66053408206,16268760,2.677803193,46.37273439
GTM,Guatemala,2017,71653780740,16567357,3.079851221,46.06940344
GTM,Guatemala,2018,73328356008,16845685,3.406873282,47.01168534
GTM,Guatemala,2019,77172331693,17103803,4.017898309,45.51673418
GTM,Guatemala,2020,77719468248,17357325,-1.785551176,41.1407594
GTM,Guatemala,2021,86455522273,17598650,8.041703989,49.26114944
GTM,Guatemala,2022,95609727056,17847877,4.154921966,54.44909646
GTM,Guatemala,2023,1.04298E+11,18124838,3.52430434,48.32979785
GTM,Guatemala,2024,1.13216E+11,18406359,3.715584538,47.30529814
GUM,Guam,2015,5799000000,164905,0.825688073,71.33988619
GUM,Guam,2016,5901000000,164233,0.181983621,70.41179461
GUM,Guam,2017,6013000000,163490,0.890099909,69.26658906
GUM,Guam,2018,6051000000,162679,-0.828231905,72.96314659
GUM,Guam,2019,6355000000,161808,2.523602033,78.06451613
GUM,Guam,2020,5916000000,162158,-10.51885957,63.67478026
GUM,Guam,2021,6234000000,163730,2.058183257,61.83830606
