reporter_name,reporter_iso,year,trade_pct_of_gdp
Belgium,BEL,2020,156.950121282783
Belgium,BEL,2019,165.46547893199
Belgium,BEL,2018,168.277692877218
Belgium,BEL,2017,166.904078237791
Belgium,BEL,2016,159.057696611945
Belgium,BEL,2015,155.068682045926
Belize,BLZ,2024,108.972446521476
Belize,BLZ,2023,106.400505850771
Belize,BLZ,2022,107.840250086037
Belize,BLZ,2021,98.9824369429997
Belize,BLZ,2020,81.6431433128545
Belize,BLZ,2019,102.441856907677
Belize,BLZ,2018,100.989214362975
Belize,BLZ,2017,97.7072571800462
Belize,BLZ,2016,96.4998358304218
Belize,BLZ,2015,104.070958799941
Benin,BEN,2024,40.6398022401523
Benin,BEN,2023,44.6631308180211
Benin,BEN,2022,44.3815928877424
Benin,BEN,2021,48.0548608324409
Benin,BEN,2020,44.8332333768726
Benin,BEN,2019,63.68133231423
Benin,BEN,2018,61.7951944903448
Benin,BEN,2017,61.4765969588474
Benin,BEN,2016,58.9869283378276
Benin,BEN,2015,56.7563131849476
Bermuda,BMU,2024,80.2060884448408
Bermuda,BMU,2023,77.6465295570053
Bermuda,BMU,2022,77.9770526954316
Bermuda,BMU,2021,72.9270921395872
Bermuda,BMU,2020,70.5898221728952
Bermuda,BMU,2019,77.5601016506443
Bermuda,BMU,2018,77.5552703807388
Bermuda,BMU,2017,72.3924284503794
Bermuda,BMU,2016,72.7499093828891
Bermuda,BMU,2015,73.2954985174785
Bhutan,BTN,2024,79.3625417953324
Bhutan,BTN,2023,81.7366278539811
Bhutan,BTN,2022,85.5712165226139
Bhutan,BTN,2021,77.5824482709826
Bhutan,BTN,2020,71.8303510394637
Bhutan,BTN,2019,76.1235167041505
Bhutan,BTN,2018,79.7397203296083
Bhutan,BTN,2017,76.7884016850221
Bhutan,BTN,2016,76.3847528498375
Bhutan,BTN,2015,89.6391604595496
Bolivia,BOL,2024,46.9778716148403
Bolivia,BOL,2023,49.6083255594597
Bolivia,BOL,2022,57.5249335789631
Bolivia,BOL,2021,47.6670843158984
Bolivia,BOL,2020,37.5164342446486
Bolivia,BOL,2019,45.8209732749024
Bolivia,BOL,2018,46.9261953417368
Bolivia,BOL,2017,45.5761123650708
Bolivia,BOL,2016,56.4010345026573
Bolivia,BOL,2015,67.9328451905248
Bosnia and Herzegovina,BIH,2024,94.7601778509961
Bosnia and Herzegovina,BIH,2023,99.6330317954442
Bosnia and Herzegovina,BIH,2022,110.205283719751
Bosnia and Herzegovina,BIH,2021,96.7391144408744
Bosnia and Herzegovina,BIH,2020,82.5216467994007
Bosnia and Herzegovina,BIH,2019,94.516125154246
Bosnia and Herzegovina,BIH,2018,98.4320694182631
Bosnia and Herzegovina,BIH,2017,96.6458803566861
Bosnia and Herzegovina,BIH,2016,88.2440340022738
Bosnia and Herzegovina,BIH,2015,88.291992587588
Botswana,BWA,2024,69.4453508747185
Botswana,BWA,2023,70.1128327324509
Botswana,BWA,2022,86.0696039867252
Botswana,BWA,2021,91.0478497403998
Botswana,BWA,2020,80.3250344865506
Botswana,BWA,2019,83.0929813601175
Botswana,BWA,2018,87.4551039946493
Botswana,BWA,2017,81.9239513763494
Botswana,BWA,2016,100.464689766026
Botswana,BWA,2015,112.900891016005
Brazil,BRA,2024,35.5845239386244
Brazil,BRA,2023,33.6662298301438
Brazil,BRA,2022,38.8160659763397
Brazil,BRA,2021,37.6563307598082
Brazil,BRA,2020,32.3020785437939
Brazil,BRA,2019,28.8902578698964
Brazil,BRA,2018,28.8762033763866
Brazil,BRA,2017,24.3197343743057
Brazil,BRA,2016,24.5336820777006
Brazil,BRA,2015,26.95362593736
British Virgin Islands,VGB,2024,
British Virgin Islands,VGB,2023,
British Virgin Islands,VGB,2022,
British Virgin Islands,VGB,2021,
British Virgin Islands,VGB,2020,
British Virgin Islands,VGB,2019,
British Virgin Islands,VGB,2018,
British Virgin Islands,VGB,2017,
British Virgin Islands,VGB,2016,
British Virgin Islands,VGB,2015,
Brunei Darussalam,BRN,2024,132.58743952196
Brunei Darussalam,BRN,2023,136.86343465048
Brunei Darussalam,BRN,2022,146.973965879597
Brunei Darussalam,BRN,2021,147.123112375318
Brunei Darussalam,BRN,2020,110.291003658452
Brunei Darussalam,BRN,2019,108.509658357959
Brunei Darussalam,BRN,2018,93.8980617666778
Brunei Darussalam,BRN,2017,85.1768604269985
Brunei Darussalam,BRN,2016,87.319801332806
Brunei Darussalam,BRN,2015,89.8961882533585
Bulgaria,BGR,2024,110.226317731322
Bulgaria,BGR,2023,119.899505851916
Bulgaria,BGR,2022,138.844872770267
Bulgaria,BGR,2021,121.214091012604
Bulgaria,BGR,2020,110.423903082333
Bulgaria,BGR,2019,125.260415075086
Bulgaria,BGR,2018,129.166502231244
Bulgaria,BGR,2017,129.634433774038
Bulgaria,BGR,2016,122.805519071127
Bulgaria,BGR,2015,126.736652288689
Burkina Faso,BFA,2024,60.492898852298
Burkina Faso,BFA,2023,63.1530435873964
Burkina Faso,BFA,2022,67.5202901331655
Burkina Faso,BFA,2021,62.4203586607795
Burkina Faso,BFA,2020,60.7397786403239
Burkina Faso,BFA,2019,60.4086928753226
Burkina Faso,BFA,2018,60.5956256236488
Burkina Faso,BFA,2017,59.2687802020168
Burkina Faso,BFA,2016,57.8931727994406
Burkina Faso,BFA,2015,59.0891813101662
Burundi,BDI,2024,
Burundi,BDI,2023,
Burundi,BDI,2022,
Burundi,BDI,2021,
Burundi,BDI,2020,
Burundi,BDI,2019,
Burundi,BDI,2018,
Burundi,BDI,2017,
Burundi,BDI,2016,
Burundi,BDI,2015,
Cabo Verde,CPV,2024,96.9022561569006
Cabo Verde,CPV,2023,95.0324943346692
Cabo Verde,CPV,2022,96.9941368513357
Cabo Verde,CPV,2021,77.4550586265341
Cabo Verde,CPV,2020,78.3934545931901
Cabo Verde,CPV,2019,103.602656463726
Cabo Verde,CPV,2018,105.867524052105
Cabo Verde,CPV,2017,100.052133904219
Cabo Verde,CPV,2016,95.3781398609533
Cabo Verde,CPV,2015,94.0084870167993
Cambodia,KHM,2024,143.447009703011
Cambodia,KHM,2023,134.206842395931
Cambodia,KHM,2022,145.873632761406
Cambodia,KHM,2021,146.179846509715
Cambodia,KHM,2020,122.105396346568
Cambodia,KHM,2019,115.736679072448
Cambodia,KHM,2018,118.43765541305
Cambodia,KHM,2017,121.155451298689
Cambodia,KHM,2016,122.704555602667
Cambodia,KHM,2015,122.109596815379
Cameroon,CMR,2024,34.4031785915423
Cameroon,CMR,2023,37.8903321242578
Cameroon,CMR,2022,41.2866025594679
Cameroon,CMR,2021,36.7308347188558
Cameroon,CMR,2020,33.7388313623871
Cameroon,CMR,2019,43.3785132480415
Cameroon,CMR,2018,40.587602877028
Cameroon,CMR,2017,39.1990216052629
Cameroon,CMR,2016,40.6386315268268
Cameroon,CMR,2015,45.5401468279393
Canada,CAN,2024,65.1214987304374
Canada,CAN,2023,66.5745425015033
Canada,CAN,2022,66.9531620692051
Canada,CAN,2021,62.2468612630348
Canada,CAN,2020,61.1566883386797
Canada,CAN,2019,66.1713422730605
Canada,CAN,2018,66.59982627163
Canada,CAN,2017,65.1009087910845
Canada,CAN,2016,65.3636199818813
Canada,CAN,2015,66.1648355844224
Cayman Islands,CYM,2024,
Cayman Islands,CYM,2023,
Cayman Islands,CYM,2022,
Cayman Islands,CYM,2021,
Cayman Islands,CYM,2020,105.472790158919
Cayman Islands,CYM,2019,114.838539695171
Cayman Islands,CYM,2018,117.117123372744
Cayman Islands,CYM,2017,117.436583687346
Cayman Islands,CYM,2016,
Cayman Islands,CYM,2015,
Central African Republic,CAF,2024,46.4318999802251
Central African Republic,CAF,2023,43.480570208358
Central African Republic,CAF,2022,45.23357000162
Central African Republic,CAF,2021,44.159119995104
Central African Republic,CAF,2020,49.5210200011921
Central African Republic,CAF,2019,50.0658000014868
Central African Republic,CAF,2018,49.6602000024318
Central African Republic,CAF,2017,57.1435457117119
Central African Republic,CAF,2016,50.53064402191
Central African Republic,CAF,2015,53.1451477769621
Chad,TCD,2024,44.5559353847423
Chad,TCD,2023,46.8626488759728
Chad,TCD,2022,47.9883784319429
Chad,TCD,2021,43.9465041015895
Chad,TCD,2020,40.6428170621932
Chad,TCD,2019,46.6777247152768
Chad,TCD,2018,46.7384317860183
Chad,TCD,2017,43.2900613852468
Chad,TCD,2016,43.9580149331537
Chad,TCD,2015,48.5114982079885
Channel Islands,CHI,2024,
Channel Islands,CHI,2023,
Channel Islands,CHI,2022,
Channel Islands,CHI,2021,
Channel Islands,CHI,2020,
Channel Islands,CHI,2019,
Channel Islands,CHI,2018,
Channel Islands,CHI,2017,
Channel Islands,CHI,2016,
Channel Islands,CHI,2015,
Chile,CHL,2024,63.9577465302563
Chile,CHL,2023,60.6766444736157
Chile,CHL,2022,75.2334197533759
Chile,CHL,2021,64.8399924791736
Chile,CHL,2020,58.1687693933374
Chile,CHL,2019,57.6069157856537
Chile,CHL,2018,58.1770513035882
Chile,CHL,2017,56.0261586393213
Chile,CHL,2016,56.0578603070995
Chile,CHL,2015,59.3491105681231
China,CHN,2024,37.9560601372544
China,CHN,2023,36.7391496938394
China,CHN,2022,37.512555678171
China,CHN,2021,36.6428789643754
China,CHN,2020,34.337778473884
China,CHN,2019,35.4544350281407
China,CHN,2018,36.8943843914718
China,CHN,2017,36.95085261586
China,CHN,2016,36.177170692978
China,CHN,2015,38.6971848362625
Colombia,COL,2024,36.3179938785373
Colombia,COL,2023,40.1333165322581
Colombia,COL,2022,48.2826551123359
Colombia,COL,2021,40.0591463936128
Colombia,COL,2020,34.0555709680101
Colombia,COL,2019,37.558533980839
Colombia,COL,2018,36.5347527968973
Colombia,COL,2017,35.2829149424588
Colombia,COL,2016,36.202652984202
Colombia,COL,2015,38.3607641184453
Comoros,COM,2024,41.4806352919635
Comoros,COM,2023,44.4398634497089
Comoros,COM,2022,50.3887704882382
Comoros,COM,2021,42.0677236496077
Comoros,COM,2020,33.7299346157491
Comoros,COM,2019,42.2680785350184
Comoros,COM,2018,42.996153341343
Comoros,COM,2017,40.164358921352
Comoros,COM,2016,37.1328797158337
Comoros,COM,2015,37.8049520714563
"Congo, Dem. Rep.",COD,2024,94.2484870645646
"Congo, Dem. Rep.",COD,2023,86.7400581798289
"Congo, Dem. Rep.",COD,2022,85.8221691879958
"Congo, Dem. Rep.",COD,2021,75.3870523860732
"Congo, Dem. Rep.",COD,2020,61.0284707727916
"Congo, Dem. Rep.",COD,2019,60.9143523742792
"Congo, Dem. Rep.",COD,2018,72.5591739081336
"Congo, Dem. Rep.",COD,2017,65.9184525277578
"Congo, Dem. Rep.",COD,2016,68.0083342860132
"Congo, Dem. Rep.",COD,2015,57.7539236163245
"Congo, Rep.",COG,2024,93.1881220839752
"Congo, Rep.",COG,2023,96.2103944039618
"Congo, Rep.",COG,2022,98.1613366922001
"Congo, Rep.",COG,2021,85.5462031552188
"Congo, Rep.",COG,2020,69.3066247188397
"Congo, Rep.",COG,2019,91.5757547930374
"Congo, Rep.",COG,2018,100.583216779714
"Congo, Rep.",COG,2017,94.6170952583422
"Congo, Rep.",COG,2016,122.259818284021
"Congo, Rep.",COG,2015,117.320721558581
Costa Rica,CRI,2024,69.8533786394509
Costa Rica,CRI,2023,71.4380310340536
Costa Rica,CRI,2022,79.0523903153884
Costa Rica,CRI,2021,70.103693305909
Costa Rica,CRI,2020,59.7463550719484
Costa Rica,CRI,2019,65.4194732486775
Costa Rica,CRI,2018,66.7874137887726
Costa Rica,CRI,2017,65.0719536997344
Costa Rica,CRI,2016,62.178478293067
Costa Rica,CRI,2015,60.7535621474841
Cote d'Ivoire,CIV,2024,51.2649845400983
Cote d'Ivoire,CIV,2023,48.8170039103332
Cote d'Ivoire,CIV,2022,52.8663910413483
Cote d'Ivoire,CIV,2021,45.1140327762435
Cote d'Ivoire,CIV,2020,41.9426318190526
Cote d'Ivoire,CIV,2019,44.6604105830795
Cote d'Ivoire,CIV,2018,46.0375087102874
Cote d'Ivoire,CIV,2017,48.6625074729482
Cote d'Ivoire,CIV,2016,47.5655783613535
Cote d'Ivoire,CIV,2015,52.7153604615931
Croatia,HRV,2024,104.912403236133
Croatia,HRV,2023,107.277801631602
Croatia,HRV,2022,125.410793782261
Croatia,HRV,2021,102.327614281062
Croatia,HRV,2020,89.5475327132272
Croatia,HRV,2019,101.395111645358
Croatia,HRV,2018,99.0845893099948
Croatia,HRV,2017,97.2452344566878
Croatia,HRV,2016,92.1393432283564
Croatia,HRV,2015,90.6517861027716
Cuba,CUB,2024,124.863238865053
Cuba,CUB,2023,120.533878427187
Cuba,CUB,2022,93.8607755890525
Cuba,CUB,2021,80.0237703083904
Cuba,CUB,2020,15.6829868097474
Cuba,CUB,2019,22.8208911354416
Cuba,CUB,2018,27.0835484486147
Cuba,CUB,2017,26.2224363787618
Cuba,CUB,2016,27.2691132420785
Cuba,CUB,2015,31.6138124793419
Curacao,CUW,2024,
Curacao,CUW,2023,
Curacao,CUW,2022,
Curacao,CUW,2021,
Curacao,CUW,2020,
Curacao,CUW,2019,
Curacao,CUW,2018,155.268858771687
Curacao,CUW,2017,139.812449543914
Curacao,CUW,2016,139.052979137029
Curacao,CUW,2015,148.313815925541
Cyprus,CYP,2024,190.40287092076
Cyprus,CYP,2023,190.740957956519
Cyprus,CYP,2022,205.753530252705
Cyprus,CYP,2021,176.82773681987
Cyprus,CYP,2020,160.66871645997
Cyprus,CYP,2019,150.50616312951
Cyprus,CYP,2018,147.623567410054
Cyprus,CYP,2017,148.013355558135
Cyprus,CYP,2016,139.022098457248
Cyprus,CYP,2015,137.276426477193
Czechia,CZE,2024,131.466608125579
Czechia,CZE,2023,131.892598295876
Czechia,CZE,2022,144.011494109397
Czechia,CZE,2021,137.378116302868
Czechia,CZE,2020,128.780430305965
Czechia,CZE,2019,138.154609993871
Czechia,CZE,2018,145.141717890789
Czechia,CZE,2017,147.750834854762
Czechia,CZE,2016,148.547004664435
Czechia,CZE,2015,154.018400997633
Denmark,DNK,2024,131.765030975207
Denmark,DNK,2023,129.625337431278
Denmark,DNK,2022,131.995824909071
Denmark,DNK,2021,112.321472697291
Denmark,DNK,2020,104.433432671151
Denmark,DNK,2019,111.891475065653
Denmark,DNK,2018,108.813985501909
Denmark,DNK,2017,104.215676920442
Denmark,DNK,2016,101.452783808643
Denmark,DNK,2015,105.130362453899
Djibouti,DJI,2024,241.237463098287
Djibouti,DJI,2023,285.902043800644
Djibouti,DJI,2022,302.285409231545
Djibouti,DJI,2021,263.477728733891
Djibouti,DJI,2020,225.744871323723
Djibouti,DJI,2019,320.93923036418
Djibouti,DJI,2018,300.398900523844
Djibouti,DJI,2017,305.967966403468
Djibouti,DJI,2016,213.071998607921
Djibouti,DJI,2015,268.363456254629
Dominica,DMA,2024,
Dominica,DMA,2023,
Dominica,DMA,2022,
Dominica,DMA,2021,
Dominica,DMA,2020,
Dominica,DMA,2019,
Dominica,DMA,2018,
Dominica,DMA,2017,
Dominica,DMA,2016,
Dominica,DMA,2015,
Dominican Republic,DOM,2024,51.7835143952326
Dominican Republic,DOM,2023,49.8436131764417
Dominican Republic,DOM,2022,54.3781976712844
Dominican Republic,DOM,2021,51.9500227303115
Dominican Republic,DOM,2020,44.7331613466756
Dominican Republic,DOM,2019,50.912982200697
Dominican Republic,DOM,2018,52.3351709577013
Dominican Republic,DOM,2017,50.7595355508472
Dominican Republic,DOM,2016,51.7306571245477
Dominican Republic,DOM,2015,52.3471238667007
Ecuador,ECU,2024,57.4436448205751
Ecuador,ECU,2023,57.1626938264309
Ecuador,ECU,2022,61.880792818786
Ecuador,ECU,2021,53.261275610573
Ecuador,ECU,2020,43.9893109378389
Ecuador,ECU,2019,48.0828494933307
Ecuador,ECU,2018,48.0093476154836
Ecuador,ECU,2017,43.6177233172817
Ecuador,ECU,2016,40.5344917996647
Ecuador,ECU,2015,47.8280397077826
"Egypt, Arab Rep.",EGY,2024,39.6007520873733
"Egypt, Arab Rep.",EGY,2023,40.4504007720031
"Egypt, Arab Rep.",EGY,2022,36.9831048772713
"Egypt, Arab Rep.",EGY,2021,29.8569734808122
"Egypt, Arab Rep.",EGY,2020,32.1262555667523
"Egypt, Arab Rep.",EGY,2019,41.1240171551108
"Egypt, Arab Rep.",EGY,2018,45.9110196733959
"Egypt, Arab Rep.",EGY,2017,42.8321343581608
"Egypt, Arab Rep.",EGY,2016,30.2465490514505
"Egypt, Arab Rep.",EGY,2015,34.8459429600229
El Salvador,SLV,2024,85.6825726575292
El Salvador,SLV,2023,79.8122651787866
El Salvador,SLV,2022,88.7011372097555
El Salvador,SLV,2021,81.8450759800765
El Salvador,SLV,2020,66.4595069497083
El Salvador,SLV,2019,76.0420130991468
El Salvador,SLV,2018,75.6336168879956
El Salvador,SLV,2017,74.3046511916519
El Salvador,SLV,2016,72.8190933731491
El Salvador,SLV,2015,76.5602707370519
Equatorial Guinea,GNQ,2024,74.2894990329407
Equatorial Guinea,GNQ,2023,60.6886626813037
Equatorial Guinea,GNQ,2022,81.8130161368099
Equatorial Guinea,GNQ,2021,76.9666485998527
Equatorial Guinea,GNQ,2020,77.9278846441807
Equatorial Guinea,GNQ,2019,94.8787924253545
Equatorial Guinea,GNQ,2018,103.645681622953
Equatorial Guinea,GNQ,2017,102.428258251803
Equatorial Guinea,GNQ,2016,92.6007307237942
Equatorial Guinea,GNQ,2015,98.8780591680756
Eritrea,ERI,2024,
Eritrea,ERI,2023,
Eritrea,ERI,2022,
Eritrea,ERI,2021,
Eritrea,ERI,2020,
Eritrea,ERI,2019,
Eritrea,ERI,2018,
Eritrea,ERI,2017,
Eritrea,ERI,2016,
Eritrea,ERI,2015,
Estonia,EST,2024,151.037702410455
Estonia,EST,2023,154.592617111149
Estonia,EST,2022,175.68711950524
Estonia,EST,2021,160.471922305927
Estonia,EST,2020,137.392641283846
Estonia,EST,2019,140.352147998549
Estonia,EST,2018,143.485224864735
Estonia,EST,2017,144.635650944133
Estonia,EST,2016,147.7462327097
Estonia,EST,2015,148.507157123558
Eswatini,SWZ,2024,107.480621053879
Eswatini,SWZ,2023,99.7246110815617
Eswatini,SWZ,2022,92.5715871298334
Eswatini,SWZ,2021,89.9313874866569
Eswatini,SWZ,2020,84.0140188426878
Eswatini,SWZ,2019,86.6407948477595
Eswatini,SWZ,2018,85.4927768173538
Eswatini,SWZ,2017,86.8801420302976
Eswatini,SWZ,2016,89.3584874439935
Eswatini,SWZ,2015,88.2620944023684
Ethiopia,ETH,2024,17.4004358586815
Ethiopia,ETH,2023,20.5982015071406
Ethiopia,ETH,2022,26.5954996964257
Ethiopia,ETH,2021,24.3450574655662
Ethiopia,ETH,2020,24.0061143414049
Ethiopia,ETH,2019,28.8152939292608
Ethiopia,ETH,2018,31.1993689777881
Ethiopia,ETH,2017,31.1036494929016
Ethiopia,ETH,2016,34.8990210816111
Ethiopia,ETH,2015,39.6561241449515
Faroe Islands,FRO,2024,105.752803037623
Faroe Islands,FRO,2023,113.336400780359
Faroe Islands,FRO,2022,122.86334141193
Faroe Islands,FRO,2021,103.488037146112
Faroe Islands,FRO,2020,96.2241937518396
Faroe Islands,FRO,2019,108.623245950251
Faroe Islands,FRO,2018,106.874664759521
Faroe Islands,FRO,2017,107.238908370178
Faroe Islands,FRO,2016,104.552703002397
Faroe Islands,FRO,2015,105.610671594387
Fiji,FJI,2024,118.962880886427
Fiji,FJI,2023,126.282134510517
Fiji,FJI,2022,119.213746657784
Fiji,FJI,2021,87.2159321837078
Fiji,FJI,2020,78.0763651830605
Fiji,FJI,2019,110.696192117501
Fiji,FJI,2018,103.235419948556
Fiji,FJI,2017,97.0216625258442
Fiji,FJI,2016,97.1744905841206
Fiji,FJI,2015,101.189048956211
Finland,FIN,2024,83.4510295550974
Finland,FIN,2023,85.5141847218915
Finland,FIN,2022,94.5625340522667
Finland,FIN,2021,79.7892781913782
Finland,FIN,2020,72.1845955995888
Finland,FIN,2019,80.5641502947367
Finland,FIN,2018,79.1436148422846
Finland,FIN,2017,75.9387822310041
Finland,FIN,2016,71.7222101178859
Finland,FIN,2015,71.9618253787014
France,FRA,2024,68.1081875443744
France,FRA,2023,70.6261450610225
France,FRA,2022,75.9630077981996
France,FRA,2021,63.788482630872
France,FRA,2020,58.8388907240647
France,FRA,2019,66.4289607281749
France,FRA,2018,66.8022607812266
France,FRA,2017,65.3958481559711
France,FRA,2016,63.3427564383351
France,FRA,2015,63.5046871956484
French Polynesia,PYF,2024,64.4688665693732
French Polynesia,PYF,2023,71.672203765227
French Polynesia,PYF,2022,69.5264023221442
French Polynesia,PYF,2021,52.9788183937695
French Polynesia,PYF,2020,45.8331834386023
French Polynesia,PYF,2019,63.3061124024003
